"编码","题材","分类","子类","代码","名称","理由","备注"
"1","医药医疗","糖尿病","血糖仪","300562","乐心医疗","主要产品包括血糖仪，公司拥有健康 IoT 领域最全产品线，产","将健康 IoT、大数据与医疗深度融合，形成“健康 IoT+数"
"1","医药医疗","糖尿病","血糖仪","300298","三诺生物","血糖仪市占率A股第一，2021年线下零售端市占率超过50%，","专注于糖尿病慢病管理领域专家，国内血糖仪零售市场第一龙头，院"
"1","医药医疗","糖尿病","血糖仪","002223","鱼跃医疗","血糖仪市占率A股第二，2020年市占率5%（国内血糖仪OTC","国内家用医疗器械龙头                    "
"1","医药医疗","糖尿病","胰岛素","603087","甘李药业","三代胰岛素市场份额A股第一，15.3%           ","公司为唯一掌握产业化生产重组胰岛素类似物技术的中国企业   "
"1","医药医疗","糖尿病","胰岛素","600267","海正药业","三代胰岛素市场份额A股第二，2%              ","领先的原料药生产商，中国最大的抗生素、抗肿瘤药物生产商之一 "
"1","医药医疗","糖尿病","胰岛素","600867","通化东宝","三代胰岛素市场份额A股第三，1%              ","拥有的重组人胰岛素产品，填补了国内空白           "
"1","医药医疗","糖尿病","胰岛素","002019","亿帆医药","二代胰岛素市场份额6%                   ","主导泛酸系列产品，是拥有独家产品数量较多的国内医药企业之一 "
"1","医药医疗","糖尿病","胰岛素","603987","康德莱","国内首家切入胰岛素针的企业                 ","国内拥有完整医用穿刺器械产业链的综合性生产企业       "
"1","医药医疗","糖尿病","胰岛素","300003","乐普医疗","甘精胰岛素正在注册审批中                  ","国内心血管领域平台型企业，多方位布局提供整体解决方案。   "
"1","医药医疗","糖尿病","胰岛素","300298","三诺生物","胰岛素检测试剂盒、C肽/胰岛素复合质控品。         ","专注于糖尿病慢病管理领域专家，国内血糖仪零售市场第一龙头，院"
"1","医药医疗","糖尿病","胰岛素","600351","亚宝药业","与生物物理研究所联合开发口服胰岛素产品。          ","专利产品丁桂儿脐贴是国内儿童外用药第一品牌         "
"1","医药医疗","糖尿病","胰岛素","300255","常山药业","艾本那肽注射液开始三期临床                 ","从事肝素原料药和肝素制剂药品研发生产的龙头企业       "
"1","医药医疗","糖尿病","再生胰岛素","603222","济民健康","进度A股第一，胰岛移植治疗已进行3期临床          ","业务覆盖医疗服务、医疗器械和化学制药三大板块        "
"1","医药医疗","糖尿病","再生胰岛素","000518","四环生物","国内最早从事再生医药的企业                 ","主要产品EPO注射液、注射用白介素-2的市场认可度高    "
"1","医药医疗","心血管","药物","603998","方盛制药","心血管类药物营收占比19%，2021年营收2.98亿元。公司","集医药工业、医疗服务、大健康业务于一体的高品质、综合性、科研"
"1","医药医疗","心血管","药物","300630","*ST普利","心血管类药物营收占比17.64%，2021年营收2.66亿元","专业从事化学药物制剂研发、生产和销售的高新技术企业     "
"1","医药医疗","心血管","药物","002437","誉衡药业","心脑血管药物营收占比20.80%，2021年营收6.54亿元","产品领先的医药企业，产品由单一的骨科治疗领域向现有心脑血管等"
"1","医药医疗","心血管","药物","301230","泓博医药","心血管类药物替格瑞洛用于急性冠脉综合征（不稳定性心绞痛、非S","立足小分子药物设计，一站式服务药物研发及生产        "
"1","医药医疗","心血管","药物","002693","双成药业","化学合成多肽药物主要产品包括：注射用比伐芦定（商品名：双成安","国家高新技术企业，在多肽药物领域长期耕耘，具有丰富产品管线、"
"1","医药医疗","心血管","药物","000813","德展健康","“阿乐”（通用名：阿托伐他汀钙片）为核心的药物品种，是国内第","主打产品“阿乐”是全球销售额最大的处方药之一""立普妥""在国内"
"1","医药医疗","心血管","药物","002317","众生药业","复方血栓通胶囊以其明确的血管保护作用用于心血管领域。复方丹参","逐渐形成以创新药为发展龙头、中成药为业务基石、化学仿制药为有"
"1","医药医疗","心血管","药物","603538","美诺华","核心产品覆盖心血管领域，具体产品包括缬沙坦（降血压）、氯沙坦","国内一流的特色原料药供应商。                "
"1","医药医疗","心血管","药物","301211","亨迪药业","产品包括心血管类原料药托拉塞米（托拉塞米制剂的原料）和米力衣","全球非甾体抗炎类原料药领先企业，尤其是布洛芬和右旋布洛芬原料"
"1","医药医疗","心血管","药物","600572","康恩贝","“至心砃”麝香通心滴丸、“天保宁”银杏叶制剂等心脑血管类产品","OTC及处方药齐头并进，打造“浙江中医药健康产业主平台”，已"
"1","医药医疗","心血管","药物","688189","南新制药","心血管类药物营收占比18.79%。在心脑血管疾病、糖尿病等领","实控人湖南省国资委，致力于打造全品种、全剂型的抗流感领军企业"
"1","医药医疗","心血管","药物","603367","辰欣药业","公司缬沙坦氢氯噻嗪胶囊用于治疗单一药物不能充分控制血压的轻～","从事医药产品研发、生产和销售的综合性企业。拥有400多个药品"
"1","医药医疗","心血管","药物","300436","广生堂","利伐沙班片是用于预防静脉血栓栓塞的核心药物，公司利伐沙班片已","覆盖肝脏健康全产品线的布局，并拓展了心血管、男性健康、抗新冠"
"1","医药医疗","心血管","药物","000597","东北制药","吡拉西坦生产规模A股第一，全球最大原料药生产商，主要用于急、","方大集团旗下上市公司，被誉为我国民族制药工业的摇篮，原料药和"
"1","医药医疗","心血管","药物","000919","金陵药业","心血管类药物脉络宁注射液/口服液：主要用于血栓闭塞性脉管炎、","主营医药与医美产业；旗下有诸多甲级医院           "
"1","医药医疗","心血管","药物","002020","京新药业","心血管领域2021年实现销售收入5.2亿元。公司心脑血管药物","涵盖心血管系统、消化系统、精神神经系统三大用药领域     "
"1","医药医疗","心血管","药物","000989","ST九芝","处方药产品系列包括以疏血通注射液、安宫牛黄丸、丹膝颗粒、天麻","传承百年湘牌中华老字号，拥有传统中药类“九芝堂”牌系列产品、"
"1","医药医疗","心血管","药物","600285","羚锐制药","公司产品培元通脑胶囊主要的功效和作用为扩血管和改善脑部血液供","中药贴膏龙头，全国橡胶膏剂药业中的首家上市企业       "
"1","医药医疗","心血管","药物","600422","昆药集团","重磅产品血塞通软胶囊2019-2021年院外渠道销售额连续翻","手握“昆中药”六百四十年老字号，产品基础扎实，华润三九入主，"
"1","医药医疗","心血管","药物","300401","花园生物","缬沙坦氨氯地平片临床认可度高，主要治疗原发性高血压，是全球一","全球知名的维生素D3、胆固醇及羊毛脂系列产品制造商     "
"1","医药医疗","心血管","药物","600351","亚宝药业","心血管类药物营收占比27.14%，2021年营收7.5亿元。","专利产品丁桂儿脐贴是国内儿童外用药第一品牌         "
"1","医药医疗","心血管","药物","301111","粤万年青","心脑血管类产品有益心丸、复方丹参片等，其中益心丸为公司原研首","广东老牌中药企业，应用范围涵盖清热解毒类、心脑血管类、消化类"
"1","医药医疗","心血管","药物","002826","易明医药","心血管药物营收占比45.81%，2021年营收3.32亿元。","以新药研发、产业投资、生产销售为一体的新型医药企业，是醋氯芬"
"1","医药医疗","心血管","药物","003020","立方制药","医药工业产品包括心血管类用药。公司产品硝苯地平控释片功能主治","公司是渗透泵控释制剂国内产业化龙头，技术上已覆盖了最复杂结构"
"1","医药医疗","心血管","药物","000153","丰原药业","心血管类药物包括富马酸伊布利特注射液（用于近期发作的房颤或房","双主业：医药制造（主要产品涵盖解热镇痛、心血管等系列产品）和"
"1","医药医疗","心血管","药物","000739","普洛药业","原料药中间体包括心脑血管类系列，制剂产品包括心脑血管类。其中","国内特色原料药+CDMO+制剂综合发展的医药制造龙头企业  "
"1","医药医疗","心血管","药物","300158","振东制药","舒血宁注射液销量A股第一，年销量近4000万支，非标市场全国","领跑米诺地尔品类（毛发领域），还涉及肿瘤、消化、心脑等领域+"
"1","医药医疗","心血管","药物","600535","天士力","中成药心血管疾病内服用药市场份额A股第一，市场份额9.71%","中药现代化领军企业，覆盖心脑血管、抗肿瘤等领域，形成现代中药"
"1","医药医疗","心血管","药物","002603","以岭药业","中成药心血管疾病内服用药市场份额A股第二，市场份额8.14%","中药创新领军企业；公司抗疫明星产品连花清瘟，后疫情时代品牌价"
"1","医药医疗","心血管","药物","603858","步长制药","中成药心血管疾病内服用药市场份额A股第三，市场第五，市场份额","国内最大的心脑血管中成药生产企业              "
"1","医药医疗","心血管","药物","002424","ST百灵","中成药心血管疾病内服用药市场份额A股第四，市场第七，市场份额","国内苗药龙头                        "
"1","医药医疗","心血管","药物","600329","达仁堂","中成药心血管疾病内服用药市场份额A股第五，市场第八，市场份额","三百年历史传统重要重组完成破局重生，三核九翼”战略布局，速效"
"1","医药医疗","心血管","药物","002900","哈三联","公司的基础输液产品产量在黑龙江省内市场占比超过70%。注射用","东北地区首家生产聚丙烯安瓿注射剂的企业           "
"1","医药医疗","心血管","药物","300485","赛升药业","纤溶酶注射液、心脑血管用药营收2.47亿          ","在生物生化药物研发方面具有较强的实力            "
"1","医药医疗","心血管","介入治疗","300003","乐普医疗","心血管植介入领域A股第一。先心封堵器市占率A股第一。公司是心","国内心血管领域平台型企业，多方位布局提供整体解决方案。   "
"1","医药医疗","心血管","介入治疗","688016","心脉医疗","主动脉支架市占率A股第一，国内市占率约28%。公司拥有国产唯","公司为国产主动脉介入龙头，公司2021年年报显示国内市占率2"
"1","医药医疗","心血管","介入治疗","688108","赛诺医疗","冠脉药物支架5.0mm大规格产品市占率A股第一，全球第一。国","专注于高端介入医疗器械研发、生产、销售的国际化公司     "
"1","医药医疗","心血管","介入治疗","688198","佰仁医疗","瓣膜成形环市占率A股第一，其主要竞争产品为进口产品。国内技术","国内领先的、专注于动物源性植介入医疗器械研发与生产的高新企业"
"1","医药医疗","心血管","介入治疗","688617","惠泰医疗","心脏电生理器械市占率A股第一，国内市占率3.1%。另外，冠脉","电生理和冠脉通路产品双龙头国产品牌，在电生理医疗器械国产品牌"
"1","医药医疗","心血管","介入治疗","688351","微电生理","心脏电生理器械市占率A股第二，国内市占率2.7%。全球市场中","全球少数同时完成心脏电生理设备与耗材完整布局的厂商，亦是首个"
"1","医药医疗","呼吸系统","呼吸机","301367","怡和嘉业","家用无创呼吸机市占率A股第一，15.6%          ","家用无创呼吸机龙头，国内领先的呼吸健康领域医疗设备与耗材产品"
"1","医药医疗","呼吸系统","呼吸机","002223","鱼跃医疗","家用无创呼吸机市占率A股第二，7.3%           ","国内家用医疗器械龙头                    "
"1","医药医疗","呼吸系统","呼吸机","300760","迈瑞医疗","有创呼吸机市占率A股第一                  ","迈瑞医疗是国内医疗器械领域的绝对龙头，多条细分产品线销售额占"
"1","医药医疗","呼吸系统","呼吸机","301363","美好医疗","国内主要的家用呼吸机组件企业                ","中国家用呼吸机组件和人工植入耳蜗制造龙头企业        "
"1","医药医疗","呼吸系统","呼吸机","600855","航天长峰","国内最早生产医疗呼吸机单位之一               ","实控人航天科工集团，主营业务分为安保科技、电源、医疗、电子信"
"1","医药医疗","呼吸系统","流感","000999","华润三九","感冒中成药市占率A股第一，27.59%           ","已成为国内OTC领域品牌+渠道的龙头企业，不仅拥有较高的品牌"
"1","医药医疗","呼吸系统","流感","002603","以岭药业","感冒中成药市占率A股第二，10.13%           ","中药创新领军企业；公司抗疫明星产品连花清瘟，后疫情时代品牌价"
"1","医药医疗","呼吸系统","流感","000538","云南白药","感冒中成药市占率A股第三，4.05%            ","中药第一民族品牌，国产牙膏第一品牌             "
"1","医药医疗","呼吸系统","流感","300147","香雪制药","感冒中成药市占率A股第四，3.3%             ","以中药制造为主营业务，集现代中药及中药饮片的研发、生产与销售"
"1","医药医疗","呼吸系统","流感","300158","振东制药","5银翘解毒胶囊5                      ","领跑米诺地尔品类（毛发领域），还涉及肿瘤、消化、心脑等领域+"
"1","医药医疗","呼吸系统","流感","300267","尔康制药","复方甘草片                         ","主营业务集中在辅料、原料药、成品药三大领域，是国内生产规模大"
"1","医药医疗","呼吸系统","流感","002737","葵花药业","小葵花儿童感冒咳嗽                     ","儿童药产品在儿药行业领域领军，实行“小葵花”儿童药+“葵花”"
"1","医药医疗","呼吸系统","流感","000513","丽珠集团","抗病毒颗粒                         ","在抗肿瘤、辅助生殖、消化道、精神及神经等用药领域具备优势  "
"1","医药医疗","呼吸系统","流感","600664","哈药股份","注射用丹参、双黄连                     ","拥有“哈药、三精、世一堂、盖中盖、护彤”五件驰名商标    "
"1","医药医疗","呼吸系统","流感","600129","太极集团","藿香正气口服液                       ","拥有藿香正气口服液、太极急支糖浆等多个优质品牌产品，市占率高"
"1","医药医疗","呼吸系统","流感","300434","金石亚药","快克复方氨酚烷胺胶囊                    ","新型复合管道行业和大面积真空磁控溅射技术领域处于国内领先地位"
"1","医药医疗","呼吸系统","流感","600566","济川药业","蒲地蓝消炎口服液和小儿豉翘清热颗粒             ","小儿豉翘清热颗粒                      "
"1","医药医疗","呼吸系统","流感","688076","诺泰生物","磷酸奥司他韦胶囊                      ","国内少数以多肽药物为主要研究和发展方向的生物医药企业之一  "
"1","医药医疗","呼吸系统","流感","301111","粤万年青","扑感片、治感灵颗粒、银菊清解片               ","广东老牌中药企业，应用范围涵盖清热解毒类、心脑血管类、消化类"
"1","医药医疗","呼吸系统","流感","002370","亚太药业","抗生素制剂营收2.44亿                  ","从事透皮控释系统、抗感染、心血管、降糖类、肝炎类等药物研发 "
"1","医药医疗","胃肠道","中药","600750","江中药业","胃肠道中成药市占率A股第一，17.10%          ","主营非处方药、保健品的江西省中药龙头企业          "
"1","医药医疗","胃肠道","中药","600572","康恩贝","胃肠道中成药市占率A股第二，10.20%          ","OTC及处方药齐头并进，打造“浙江中医药健康产业主平台”，已"
"1","医药医疗","胃肠道","中药","000999","华润三九","胃肠道中成药市占率A股第三，3.90%           ","已成为国内OTC领域品牌+渠道的龙头企业，不仅拥有较高的品牌"
"1","医药医疗","胃肠道","中药","600351","亚宝药业","胃肠道中成药市占率A股第四，3.60%           ","专利产品丁桂儿脐贴是国内儿童外用药第一品牌         "
"1","医药医疗","胃肠道","中药","002864","盘龙药业","胃肠道中成药市占率A股第五，2.00%           ","主营风湿骨科类中成药，主导品种盘龙七片为独家生产，全国公立医"
"1","医药医疗","胃肠道","中药","002412","汉森制药","胃肠道中成药市占率A股第六，1.50%           ","形成了以消化系统用药、心脑血管用药为一体的产品体系     "
"1","医药医疗","胃肠道","中药","002737","葵花药业","胃肠道中成药市占率A股第七，1.50%           ","儿童药产品在儿药行业领域领军，实行“小葵花”儿童药+“葵花”"
"1","医药医疗","胃肠道","中药","000919","金陵药业","胃得安片、和胃止痛                     ","主营医药与医美产业；旗下有诸多甲级医院           "
"1","医药医疗","胃肠道","中药","000989","ST九芝","健胃愈疡片                         ","传承百年湘牌中华老字号，拥有传统中药类“九芝堂”牌系列产品、"
"1","医药医疗","胃肠道","西药","603207","小方制药","开塞露、炉甘石洗剂市占率国内第一，分为16.4%和42.6%","                              "
"1","医药医疗","胃肠道","西药","002898","赛隆药业"," 公司产品包括质子泵抑制剂（PPIs）治疗消化性溃疡    ","拥有GSP（赛隆药业）、GMP（岳阳赛隆）认证资质的医药企业"
"1","医药医疗","儿童用药","","000661","长春高新","儿童用药市占率A股第一，6.28%             ","生长激素龙头（金赛药业）+水痘疫苗市场份额领先，还拥有狂犬疫"
"1","医药医疗","儿童用药","","002737","葵花药业","儿童用药市占率A股第二，3.82%             ","儿童药产品在儿药行业领域领军，实行“小葵花”儿童药+“葵花”"
"1","医药医疗","儿童用药","","600566","济川药业","儿童用药市占率A股第三，2.61%             ","小儿豉翘清热颗粒                      "
"1","医药医疗","儿童用药","","600750","江中药业","儿童用药市占率A股第四，1.94%             ","主营非处方药、保健品的江西省中药龙头企业          "
"1","医药医疗","儿童用药","","600572","康恩贝","儿童用药市占率A股第五，1.93%             ","OTC及处方药齐头并进，打造“浙江中医药健康产业主平台”，已"
"1","医药医疗","儿童用药","","605199","葫芦娃","儿童药营收占比100%，15.15亿            ","国内儿科呼吸系统治疗领域的领军企业             "
"1","医药医疗","儿童用药","","000915","华特达因","儿童药营收占比87.07%，20.38亿          ","维生素D及相关产品绝对有优势，AD同补符合中国儿童体制特征，"
"1","医药医疗","儿童用药","","603439","贵州三力","儿童药营收占比65.47%，7.87亿           ","呼吸系统疾病中成药市场将恢复并增长；儿科用药市场即将迎来新空"
"1","医药医疗","儿童用药","","300723","一品红","儿童药营收占比57.57%，13.13亿          ","传统业务稳健增长，集采中标药物23年开始贡献业绩，高尿酸血症"
"1","医药医疗","儿童用药","","300086","康芝药业","儿童药营收占比57.18%，3.06亿           ","以儿童药、母婴健康用品、生殖医学及妇儿健康、医用口罩等医疗器"
"1","医药医疗","儿童用药","","600976","健民集团","儿童药营收占比27.65%，10.07亿          ","打造儿药优势品种，体培牛黄有望持续贡献收益。        "
"1","医药医疗","儿童用药","","600351","亚宝药业","儿童药营收占比22.43%，6.1亿            ","专利产品丁桂儿脐贴是国内儿童外用药第一品牌         "
"1","医药医疗","生物疫苗","水痘","688276","百克生物","水痘疫苗批签发量A股第一，市占率32%           ","水痘疫苗的市占率处于领先地位，还拥有狂犬疫苗以及冻干鼻喷流感"
"1","医药医疗","生物疫苗","水痘","000661","长春高新","水痘疫苗的市场份额多年占据领先地位             ","生长激素龙头（金赛药业）+水痘疫苗市场份额领先，还拥有狂犬疫"
"1","医药医疗","生物疫苗","水痘","603392","万泰生物","在研水痘疫苗处于临床III期                ","主要从事体外诊断试剂和疫苗的研发和生产。          "
"1","医药医疗","生物疫苗","百白破","300142","沃森生物","百白破疫苗A股签发数第一                  ","从事人用疫苗产品研发，拥有全球两大重磅疫苗品种       "
"1","医药医疗","生物疫苗","百白破","688276","百克生物","吸附无细胞百白破联合疫苗正在研发中             ","水痘疫苗的市占率处于领先地位，还拥有狂犬疫苗以及冻干鼻喷流感"
"1","医药医疗","生物疫苗","百白破","300122","智飞生物","自主研发组份百白破疫苗临床试验进行中            ","自研代理双轮驱动，疫苗龙头成长进行时
           "
"1","医药医疗","生物疫苗","百白破","300601","康泰生物","无细胞百白破b型流感嗜血杆菌联合疫苗            ","主营人用疫苗，国内疫苗研发平台最丰富的企业之一       "
"1","医药医疗","生物疫苗","百白破","688185","康希诺","百白破疫苗产品研发管线共包括4种产品            ","创新驱动疫苗管线研发，新冠需求催化公司业绩增长，产品管线针对"
"1","医药医疗","生物疫苗","宫颈癌","603392","万泰生物","宫颈癌疫苗A股产能第一，3000万支/年          ","主要从事体外诊断试剂和疫苗的研发和生产。          "
"1","医药医疗","生物疫苗","宫颈癌","300142","沃森生物","宫颈癌疫苗A股产能第二，1500万支/年          ","从事人用疫苗产品研发，拥有全球两大重磅疫苗品种       "
"1","医药医疗","生物疫苗","宫颈癌","300122","智飞生物","宫颈癌疫苗A股产能第三，500万支/年           ","自研代理双轮驱动，疫苗龙头成长进行时
           "
"1","医药医疗","生物疫苗","宫颈癌","688520","神州细胞","率先完成十四价HPV疫苗进入人体临床的企业         ","致力于研发具备差异化竞争优势生物药的创新型生物制药研发公司 "
"1","医药医疗","生物疫苗","宫颈癌","600079","人福医药","新一代人乳头瘤病毒疫苗开发技术的全球使用权         ","麻醉精神药物龙头，医药细分领域领导者。           "
"1","医药医疗","生物疫苗","宫颈癌","000813","德展健康","子公司东方略与Inovio公司联合研发宫颈癌疫苗      ","主打产品“阿乐”是全球销售额最大的处方药之一""立普妥""在国内"
"1","医药医疗","生物疫苗","流感","688276","百克生物","流感减毒活疫苗A股第一                   ","水痘疫苗的市占率处于领先地位，还拥有狂犬疫苗以及冻干鼻喷流感"
"1","医药医疗","生物疫苗","流感","301207","华兰疫苗","四价流感疫苗销量第一                    ","华兰疫苗是国内最早专注于疫苗研发及生产企业之一，在流感疫苗领"
"1","医药医疗","生物疫苗","流感","688670","金迪克","四价流感疫苗营收1.35亿                 ","四价流感疫苗快速放量，品种不断丰富             "
"1","医药医疗","生物疫苗","其他疫苗","688319","欧林生物","生物疫苗主营占比99.63%，4.94亿；主要产品包括：破伤","国内率先开辟破伤风疫苗疾控中心市场             "
"1","医药医疗","医疗服务","模式动物","688265","南模生物","小鼠模型定制化服务市占率第一，9.2%           ","首家A股上市的实验动物培育企业               "
"1","医药医疗","医疗服务","模式动物","688046","药康生物","小鼠模型定制化服务市占率第二，6.8%           ","小鼠模型定制化服务市占率A股第二，国内模式动物优质企业，资源"
"1","医药医疗","医疗服务","医学检验","002044","美年健康","体检业务规模A股第一，85亿                ","中国领先的专业健康体检和医疗服务集团            "
"1","医药医疗","医疗服务","医学检验","603882","金域医学","第三方医学检验市占率A股第一，26.2%          ","国内第三方医学检验行业营收规模最大、覆盖市场网络最广、检验项"
"1","医药医疗","医疗服务","医学检验","300244","迪安诊断","第三方医学检验市占率A股第二，15.1%          ","“产品+服务”双轮驱动，提供医疗诊断整体化解决方案     "
"1","医药医疗","医疗服务","医学检验","002030","达安基因","第三方医学检验市占率A股第三，7.8%           ","国内核酸诊断试剂领域领先者                 "
"1","医药医疗","医疗服务","医学检验","688426","康为世纪","公司有第三方医学检测实验室                 ","国内少数实现分子检测核心环节完整业务布局的生物科技企业。  "
"1","医药医疗","医疗服务","口腔","600763","通策医疗","口腔医疗服务综合实力第一，46家              ","通策医疗是国内口腔医疗服务龙头，目前旗下共有40余家医院和1"
"1","医药医疗","医疗服务","口腔","002690","美亚光电","口腔诊断影像设备营收第一                  ","研制了拥有完全自主知识产权的色选机、口腔X射线CT诊断机等 "
"1","医药医疗","医疗服务","口腔","300653","正海生物","口腔修复膜市占率A股第一                  ","国内生物再生材料领头羊，受益于进口替代和牙科市场增长。   "
"1","医药医疗","医疗服务","口腔","300285","国瓷材料","义齿营收第一                        ","国内陶瓷新材料龙头企业。                  "
"1","医药医疗","医疗服务","口腔","301580","爱迪特","口腔修复材料营收1.29亿                 ","                              "
"1","医药医疗","医疗服务","口腔","002622","皓宸医疗","口腔医疗营收占比89.71%，6.79亿          ","主业为永磁开关及高低压开关成套设备产品,通过收购广东德伦医疗"
"1","医药医疗","医疗服务","其他","300143","盈康生命","医疗服务营收11.49亿，公司以提供以肿瘤全病程、全周期综合","国内领先的大型放疗设备企业                 "
"129","交通运输","航空运输","机场","600009","上海机场","机场营收A股第一，51亿元                 ","核心渠道价值仍在，随客流恢复及客单价提升，若重新谈判或保持良"
"129","交通运输","航空运输","机场","600004","白云机场","机场营收A股第二，39.7亿元               ","中国三大门户复合枢纽机场之一，乘客吞吐量位列全国第3、全球第"
"129","交通运输","航空运输","机场","000089","深圳机场","机场营收A股第三，17.6亿元               ","中国境内第一个实现海、陆、空联运的现代化国际空港      "
"129","交通运输","航空运输","机场","600897","厦门空港","机场营收A股第四，6亿元                  ","国内外航空运输及旅客提供地面保障等服务等业务的企业     "
"129","交通运输","航空运输","航空公司","600029","南方航空","航空业务营收A股第一，863亿元              ","中国运输飞机最多、航线网络最发达、年客运量最大的航空公司  "
"129","交通运输","航空运输","航空公司","601111","中国国航","航空业务营收A股第二，500亿元              ","航网时刻优质，竞争优势难撼动也是国内唯一载国旗飞行的航司  "
"129","交通运输","航空运输","航空公司","600115","中国东航","航空业务营收A股第三，458亿元              ","一家集全服务航空、创新经济型航空、支线航空于一身的航空公司。"
"129","交通运输","航空运输","航空公司","600221","海航控股","航空业务营收A股第四，197亿元              ","曾跻身“全球最佳航空公司TOP10”榜单第7位       "
"129","交通运输","航空运输","航空公司","601021","春秋航空","航空业务营收A股第五，82亿元               ","低成本航空龙头                       "
"129","交通运输","航空运输","航空公司","603885","吉祥航空","航空业务营收A股第六，81亿元               ","民营航司龙头企业，发展16载实现双品牌运营，以上海虹桥、浦东"
"129","交通运输","航空运输","航空公司","002928","华夏航空","航空业务营收A股第七，24.6亿元             ","支线航空与干线航空差异大，干线相对竞争激烈而支线相对参与者少"
"129","交通运输","航空运输","航空公司","000099","中信海直","通用航空业务A股第一，海上石油飞行市场份额A股第一     ","全国性甲类通用航空企业，我国通用航空业首家上市公司     "
"129","交通运输","航空运输","飞机租赁","000415","渤海租赁","飞机租赁业务营收193亿                  ","飞机租赁业务（全球第二大飞机租赁公司）+集装箱租赁业务（全球"
"129","交通运输","高速公路","资本运营","001965","招商公路","高速公路业务板块管理和资本运营平台国内第一         ","产业链最完整的综合性公路投资运营服务商           "
"129","交通运输","高速公路","江苏","600377","宁沪高速","高速公路营收120亿元                   ","江苏省唯一的交通基建类上市公司               "
"129","交通运输","高速公路","山东","600350","山东高速","高速公路营收75.36亿元                 ","公司核心路桥资产均为山东省高速公路网的中枢干线       "
"129","交通运输","高速公路","深圳","600548","深高速","高速公路营收49.78亿元                 ","拥有深圳市高速公路专营权                  "
"129","交通运输","高速公路","广东","000429","粤高速A","高速公路营收40.96亿元                 ","广东省高速公路系统内开发高速公路和特大桥梁的主要机构之一  "
"129","交通运输","高速公路","广东","000828","东莞控股","高速公路营收11.83亿元                 ","从事东莞市的高速公路投资、建设、经营，涉足保理业务租赁业务 "
"129","交通运输","高速公路","安徽","600012","皖通高速","高速公路营收37.19亿元                 ","公司运营高速公路里程609公里，持有安徽省优质高速公路资产，"
"129","交通运输","高速公路","河南","600020","中原高速","高速公路营收36.33亿元                 ","建设和管理的高速公路和桥梁位于河南交通网的主干线      "
"129","交通运输","高速公路","河南","000885","城发环境","高速公路营收13.65亿元                 ","稳抓收费高速公路业务，推进垃圾发电业务，实控人为河南省发改委"
"129","交通运输","高速公路","江西","600269","赣粤高速","高速公路营收33.6亿元                  ","江西省内最大的高速公路管养企业               "
"129","交通运输","高速公路","四川","601107","四川成渝","高速公路营收31.19亿元                 ","是四川省投资、建设、营运高速公路的主要企业之一       "
"129","交通运输","高速公路","湖南","000900","现代投资","高速公路营收27.56亿元                 ","主营湖南省内的高速公路的养护维修和收费经营业务       "
"129","交通运输","高速公路","湖南","000548","湖南投资","高速公路营收2.3亿元                   ","实控人长沙市国资委，高速公路建设运营+资产管理和物业服务+酒"
"129","交通运输","高速公路","福建","600033","福建高速","高速公路营收26.4亿元                  ","福建省高速公路的投资、建设、运营和管理企业         "
"129","交通运输","高速公路","湖北","600035","楚天高速","高速公路营收23.5亿元                  ","湖北省第一家公路上市公司，拥有湖北交通流量最大的公路之一  "
"129","交通运输","高速公路","山西","000755","山西高速","高速公路营收16.13亿元                 ","山西省交通系统内唯一一家高速公路资产上市平台。       "
"129","交通运输","高速公路","吉林","601518","吉林高速","高速公路营收11.08亿元                 ","公司拥有长平高速公路的特许经营权              "
"129","交通运输","高速公路","广西","600368","五洲交通","高速公路营收10.29亿元                 ","拥有良好的高速公路资源，东兴口岸目前规模最大的物流公司   "
"129","交通运输","高速公路","黑龙江","601188","龙江交通","高速公路营收2.61亿元                  ","黑龙江地区较大的以经营管理高速公路为主业的公司       "
"129","交通运输","航运","油品","600026","中远海能","油品航运营收A股第一，186亿元              ","全球能源海运龙头，公司是全球运力规模最大的油运船东、国内LN"
"129","交通运输","航运","油品","601872","招商轮船","油品航运营收A股第二，70亿元               ","世界领先综合航运公司，VLCC和VLOC规模位居世界第一  "
"129","交通运输","航运","油品","601975","招商南油","油品航运营收A股第三，50亿元               ","全球领先的中小船型液货运输服务商，外贸成品油运输业务规模位居"
"129","交通运输","航运","化工","603209","兴通股份","化工航运市占率A股第一，12.48%            ","中国内贸化学品航运龙头。公司内贸化学品船运力第一，近三年连续"
"129","交通运输","航运","化工","001205","盛航股份","化工航运市占率A股第二，8%                ","内贸化学品海运龙头。公司主要从事国内沿海、长江中下游液体化学"
"129","交通运输","航运","客运","603167","渤海轮渡","渤海地区客运营收A股第一，9.7亿元            ","渤海湾乃至全国的专业化客滚运输企业之一           "
"129","交通运输","航运","客运","002320","海峡股份","海南海上客运，23年报，海路轮渡客运收入36亿元，A股第一 ","琼州海峡客滚输运龙头                    "
"129","交通运输","航运","集装箱","603565","中谷物流","A股集装箱航运运力第一                   ","中国最早专业经营内贸集装箱航运的企业之一          "
"129","交通运输","航运","集装箱","600179","安通控股","A股集装箱航运运力第二                   ","主营业务为集装箱多式联运综合物流服务            "
"129","交通运输","航运","集装箱","601598","中国外运","A股集装箱航运运力第三                   ","沿海口岸、国内重点城市及海外相关区域拥有丰富的物流中心等资源"
